DATA_NAME,SORT,TRIAL,DURATION[ms]
50000/50000/4,quick,2,47
50000/50000/4,quick,3,20
50000/50000/4,quick,4,12
50000/50000/4,quick,5,9
50000/50000/4,quick,6,12
50000/50000/4,quick,7,10
50000/50000/4,quick,8,11
50000/50000/4,quick,9,9
50000/50000/4_almost,quick,0,5
50000/50000/4_almost,quick,1,7
50000/50000/4_almost,quick,2,7
50000/50000/4_almost,quick,3,5
50000/50000/4_almost,quick,4,6
50000/50000/4_almost,quick,5,8
50000/50000/4_almost,quick,6,5
50000/50000/4_almost,quick,7,5
50000/50000/4_almost,quick,8,7
50000/50000/4_almost,quick,9,6
100000/100000/0,quick,0,20
100000/100000/0,quick,1,25
100000/100000/0,quick,2,20
100000/100000/0,quick,3,19
100000/100000/0,quick,4,19
100000/100000/0,quick,5,19
100000/100000/0,quick,6,21
100000/100000/0,quick,7,18
100000/100000/0,quick,8,21
100000/100000/0,quick,9,21
100000/100000/0_almost,quick,0,12
100000/100000/0_almost,quick,1,126
100000/100000/0_almost,quick,2,19
100000/100000/0_almost,quick,3,16
100000/100000/0_almost,quick,4,14
100000/100000/0_almost,quick,5,16
100000/100000/0_almost,quick,6,14
100000/100000/0_almost,quick,7,12
100000/100000/0_almost,quick,8,13
100000/100000/0_almost,quick,9,17
100000/100000/1,quick,0,23
100000/100000/1,quick,1,24
100000/100000/1,quick,2,23
100000/100000/1,quick,3,24
100000/100000/1,quick,4,32
100000/100000/1,quick,5,27
100000/100000/1,quick,6,24
100000/100000/1,quick,7,30
100000/100000/1,quick,8,30
100000/100000/1,quick,9,28
100000/100000/1_almost,quick,0,15
100000/100000/1_almost,quick,1,16
100000/100000/1_almost,quick,2,16
100000/100000/1_almost,quick,3,44
100000/100000/1_almost,quick,4,21
100000/100000/1_almost,quick,5,18
100000/100000/1_almost,quick,6,17
100000/100000/1_almost,quick,7,16
100000/100000/1_almost,quick,8,22
100000/100000/1_almost,quick,9,13
100000/100000/2,quick,0,23
100000/100000/2,quick,1,24
100000/100000/2,quick,2,21
100000/100000/2,quick,3,19
100000/100000/2,quick,4,20
100000/100000/2,quick,5,22
100000/100000/2,quick,6,18
100000/100000/2,quick,7,17
100000/100000/2,quick,8,18
100000/100000/2,quick,9,26
100000/100000/2_almost,quick,0,14
100000/100000/2_almost,quick,1,14
100000/100000/2_almost,quick,2,15
100000/100000/2_almost,quick,3,13
100000/100000/2_almost,quick,4,12
100000/100000/2_almost,quick,5,16
100000/100000/2_almost,quick,6,13
100000/100000/2_almost,quick,7,13
100000/100000/2_almost,quick,8,13
100000/100000/2_almost,quick,9,13
100000/100000/3,quick,0,24
100000/100000/3,quick,1,20
100000/100000/3,quick,2,20
100000/100000/3,quick,3,21
100000/100000/3,quick,4,24
100000/100000/3,quick,5,23
100000/100000/3,quick,6,26
100000/100000/3,quick,7,23
100000/100000/3,quick,8,26
100000/100000/3,quick,9,25
100000/100000/3_almost,quick,0,15
100000/100000/3_almost,quick,1,13
100000/100000/3_almost,quick,2,11
100000/100000/3_almost,quick,3,12
100000/100000/3_almost,quick,4,11
100000/100000/3_almost,quick,5,13
100000/100000/3_almost,quick,6,13
100000/100000/3_almost,quick,7,18
100000/100000/3_almost,quick,8,16
100000/100000/3_almost,quick,9,12
100000/100000/4,quick,0,24
100000/100000/4,quick,1,21
100000/100000/4,quick,2,23
100000/100000/4,quick,3,20
100000/100000/4,quick,4,22
100000/100000/4,quick,5,23
100000/100000/4,quick,6,25
100000/100000/4,quick,7,24
100000/100000/4,quick,8,24
100000/100000/4,quick,9,26
100000/100000/4_almost,quick,0,17
100000/100000/4_almost,quick,1,19
100000/100000/4_almost,quick,2,19
100000/100000/4_almost,quick,3,19
100000/100000/4_almost,quick,4,16
100000/100000/4_almost,quick,5,27
100000/100000/4_almost,quick,6,13
100000/100000/4_almost,quick,7,14
100000/100000/4_almost,quick,8,15
100000/100000/4_almost,quick,9,16
500000/500000/0,quick,0,112
500000/500000/0,quick,1,112
500000/500000/0,quick,2,116
500000/500000/0,quick,3,101
500000/500000/0,quick,4,147
500000/500000/0,quick,5,128
500000/500000/0,quick,6,94
500000/500000/0,quick,7,114
500000/500000/0,quick,8,109
500000/500000/0,quick,9,102
500000/500000/0_almost,quick,0,92
500000/500000/0_almost,quick,1,108
500000/500000/0_almost,quick,2,65
500000/500000/0_almost,quick,3,69
500000/500000/0_almost,quick,4,76
500000/500000/0_almost,quick,5,72
500000/500000/0_almost,quick,6,63
500000/500000/0_almost,quick,7,58
500000/500000/0_almost,quick,8,74
500000/500000/0_almost,quick,9,71
500000/500000/1,quick,0,92
500000/500000/1,quick,1,111
500000/500000/1,quick,2,116
500000/500000/1,quick,3,112
500000/500000/1,quick,4,108
500000/500000/1,quick,5,114
500000/500000/1,quick,6,120
500000/500000/1,quick,7,104
500000/500000/1,quick,8,91
500000/500000/1,quick,9,112
500000/500000/1_almost,quick,0,75
500000/500000/1_almost,quick,1,60
500000/500000/1_almost,quick,2,69
500000/500000/1_almost,quick,3,83
500000/500000/1_almost,quick,4,71
500000/500000/1_almost,quick,5,73
500000/500000/1_almost,quick,6,76
500000/500000/1_almost,quick,7,84
500000/500000/1_almost,quick,8,89
500000/500000/1_almost,quick,9,94
500000/500000/2,quick,0,121
500000/500000/2,quick,1,117
500000/500000/2,quick,2,104
500000/500000/2,quick,3,124
500000/500000/2,quick,4,128
500000/500000/2,quick,5,120
500000/500000/2,quick,6,119
500000/500000/2,quick,7,122
500000/500000/2,quick,8,206
500000/500000/2,quick,9,104
500000/500000/2_almost,quick,0,75
500000/500000/2_almost,quick,1,85
500000/500000/2_almost,quick,2,70
500000/500000/2_almost,quick,3,81
500000/500000/2_almost,quick,4,61
500000/500000/2_almost,quick,5,70
500000/500000/2_almost,quick,6,67
500000/500000/2_almost,quick,7,67
500000/500000/2_almost,quick,8,71
500000/500000/2_almost,quick,9,58
500000/500000/3,quick,0,114
500000/500000/3,quick,1,123
500000/500000/3,quick,2,101
500000/500000/3,quick,3,115
500000/500000/3,quick,4,104
500000/500000/3,quick,5,132
500000/500000/3,quick,6,140
500000/500000/3,quick,7,108
500000/500000/3,quick,8,106
500000/500000/3,quick,9,110
500000/500000/3_almost,quick,0,64
500000/500000/3_almost,quick,1,68
500000/500000/3_almost,quick,2,60
500000/500000/3_almost,quick,3,92
500000/500000/3_almost,quick,4,75
500000/500000/3_almost,quick,5,64
500000/500000/3_almost,quick,6,63
500000/500000/3_almost,quick,7,65
500000/500000/3_almost,quick,8,63
500000/500000/3_almost,quick,9,58
500000/500000/4,quick,0,125
500000/500000/4,quick,1,135
500000/500000/4,quick,2,96
500000/500000/4,quick,3,111
500000/500000/4,quick,4,108
500000/500000/4,quick,5,92
500000/500000/4,quick,6,106
500000/500000/4,quick,7,121
500000/500000/4,quick,8,103
500000/500000/4,quick,9,98
500000/500000/4_almost,quick,0,69
500000/500000/4_almost,quick,1,71
500000/500000/4_almost,quick,2,96
500000/500000/4_almost,quick,3,77
500000/500000/4_almost,quick,4,88
500000/500000/4_almost,quick,5,66
500000/500000/4_almost,quick,6,62
500000/500000/4_almost,quick,7,66
500000/500000/4_almost,quick,8,73
500000/500000/4_almost,quick,9,55
1000000/1000000/0,quick,0,225
1000000/1000000/0,quick,1,226
1000000/1000000/0,quick,2,219
1000000/1000000/0,quick,3,198
1000000/1000000/0,quick,4,264
1000000/1000000/0,quick,5,205
1000000/1000000/0,quick,6,309
1000000/1000000/0,quick,7,202
1000000/1000000/0,quick,8,222
1000000/1000000/0,quick,9,229
1000000/1000000/0_almost,quick,0,134
1000000/1000000/0_almost,quick,1,115
1000000/1000000/0_almost,quick,2,167
1000000/1000000/0_almost,quick,3,115
1000000/1000000/0_almost,quick,4,148
1000000/1000000/0_almost,quick,5,124
1000000/1000000/0_almost,quick,6,133
1000000/1000000/0_almost,quick,7,135
1000000/1000000/0_almost,quick,8,119
1000000/1000000/0_almost,quick,9,219
1000000/1000000/1,quick,0,243
1000000/1000000/1,quick,1,213
1000000/1000000/1,quick,2,229
1000000/1000000/1,quick,3,188
1000000/1000000/1,quick,4,217
1000000/1000000/1,quick,5,187
1000000/1000000/1,quick,6,235
1000000/1000000/1,quick,7,282
1000000/1000000/1,quick,8,222
1000000/1000000/1,quick,9,194
1000000/1000000/1_almost,quick,0,135
1000000/1000000/1_almost,quick,1,121
1000000/1000000/1_almost,quick,2,136
1000000/1000000/1_almost,quick,3,115
1000000/1000000/1_almost,quick,4,135
1000000/1000000/1_almost,quick,5,155
1000000/1000000/1_almost,quick,6,135
1000000/1000000/1_almost,quick,7,114
1000000/1000000/1_almost,quick,8,141
1000000/1000000/1_almost,quick,9,119
1000000/1000000/2,quick,0,200
1000000/1000000/2,quick,1,218
1000000/1000000/2,quick,2,237
1000000/1000000/2,quick,3,237
1000000/1000000/2,quick,4,197
1000000/1000000/2,quick,5,196
1000000/1000000/2,quick,6,230
1000000/1000000/2,quick,7,190
1000000/1000000/2,quick,8,240
1000000/1000000/2,quick,9,217
1000000/1000000/2_almost,quick,0,143
1000000/1000000/2_almost,quick,1,157
1000000/1000000/2_almost,quick,2,138
1000000/1000000/2_almost,quick,3,124
1000000/1000000/2_almost,quick,4,133
1000000/1000000/2_almost,quick,5,121
1000000/1000000/2_almost,quick,6,132
1000000/1000000/2_almost,quick,7,126
1000000/1000000/2_almost,quick,8,177
1000000/1000000/2_almost,quick,9,150
1000000/1000000/3,quick,0,205
1000000/1000000/3,quick,1,209
1000000/1000000/3,quick,2,225
1000000/1000000/3,quick,3,206
1000000/1000000/3,quick,4,208
1000000/1000000/3,quick,5,267
1000000/1000000/3,quick,6,207
1000000/1000000/3,quick,7,259
1000000/1000000/3,quick,8,199
1000000/1000000/3,quick,9,232
1000000/1000000/3_almost,quick,0,135
1000000/1000000/3_almost,quick,1,134
1000000/1000000/3_almost,quick,2,164
1000000/1000000/3_almost,quick,3,149
1000000/1000000/3_almost,quick,4,124
1000000/1000000/3_almost,quick,5,189
1000000/1000000/3_almost,quick,6,112
1000000/1000000/3_almost,quick,7,130
1000000/1000000/3_almost,quick,8,117
1000000/1000000/3_almost,quick,9,142
1000000/1000000/4,quick,0,267
1000000/1000000/4,quick,1,246
1000000/1000000/4,quick,2,191
1000000/1000000/4,quick,3,215
1000000/1000000/4,quick,4,192
1000000/1000000/4,quick,5,206
1000000/1000000/4,quick,6,212
1000000/1000000/4,quick,7,249
1000000/1000000/4,quick,8,253
1000000/1000000/4,quick,9,192
1000000/1000000/4_almost,quick,0,116
1000000/1000000/4_almost,quick,1,130
1000000/1000000/4_almost,quick,2,121
1000000/1000000/4_almost,quick,3,238
1000000/1000000/4_almost,quick,4,126
1000000/1000000/4_almost,quick,5,143
1000000/1000000/4_almost,quick,6,121
1000000/1000000/4_almost,quick,7,121
1000000/1000000/4_almost,quick,8,257
1000000/1000000/4_almost,quick,9,136
10000/10000/0,bubble,0,217
10000/10000/0,bubble,1,188
10000/10000/0,bubble,2,178
10000/10000/0,bubble,3,183
10000/10000/0,bubble,4,194
10000/10000/0,bubble,5,186
10000/10000/0,bubble,6,182
10000/10000/0,bubble,7,190
10000/10000/0,bubble,8,183
10000/10000/0,bubble,9,175
10000/10000/0_almost,bubble,0,53
10000/10000/0_almost,bubble,1,63
10000/10000/0_almost,bubble,2,74
10000/10000/0_almost,bubble,3,90
10000/10000/0_almost,bubble,4,85
10000/10000/0_almost,bubble,5,118
10000/10000/0_almost,bubble,6,136
10000/10000/0_almost,bubble,7,89
10000/10000/0_almost,bubble,8,159
10000/10000/0_almost,bubble,9,94
10000/10000/1,bubble,0,218
10000/10000/1,bubble,1,174
10000/10000/1,bubble,2,173
10000/10000/1,bubble,3,173
10000/10000/1,bubble,4,177
10000/10000/1,bubble,5,194
10000/10000/1,bubble,6,185
10000/10000/1,bubble,7,204
10000/10000/1,bubble,8,184
10000/10000/1,bubble,9,181
10000/10000/1_almost,bubble,0,55
10000/10000/1_almost,bubble,1,64
10000/10000/1_almost,bubble,2,61
10000/10000/1_almost,bubble,3,59
10000/10000/1_almost,bubble,4,59
10000/10000/1_almost,bubble,5,69
10000/10000/1_almost,bubble,6,62
10000/10000/1_almost,bubble,7,62
10000/10000/1_almost,bubble,8,73
10000/10000/1_almost,bubble,9,71
10000/10000/2,bubble,0,211
10000/10000/2,bubble,1,198
10000/10000/2,bubble,2,192
10000/10000/2,bubble,3,209
10000/10000/2,bubble,4,210
10000/10000/2,bubble,5,192
10000/10000/2,bubble,6,230
10000/10000/2,bubble,7,252
10000/10000/2,bubble,8,213
10000/10000/2,bubble,9,306
10000/10000/2_almost,bubble,0,64
10000/10000/2_almost,bubble,1,65
10000/10000/2_almost,bubble,2,53
10000/10000/2_almost,bubble,3,60
10000/10000/2_almost,bubble,4,57
10000/10000/2_almost,bubble,5,61
10000/10000/2_almost,bubble,6,54
10000/10000/2_almost,bubble,7,53
10000/10000/2_almost,bubble,8,52
10000/10000/2_almost,bubble,9,48
10000/10000/3,bubble,0,179
10000/10000/3,bubble,1,198
10000/10000/3,bubble,2,184
10000/10000/3,bubble,3,179
10000/10000/3,bubble,4,177
10000/10000/3,bubble,5,207
10000/10000/3,bubble,6,183
10000/10000/3,bubble,7,183
10000/10000/3,bubble,8,178
10000/10000/3,bubble,9,169
10000/10000/3_almost,bubble,0,56
10000/10000/3_almost,bubble,1,59
10000/10000/3_almost,bubble,2,70
10000/10000/3_almost,bubble,3,52
10000/10000/3_almost,bubble,4,51
10000/10000/3_almost,bubble,5,59
10000/10000/3_almost,bubble,6,65
10000/10000/3_almost,bubble,7,66
10000/10000/3_almost,bubble,8,52
10000/10000/3_almost,bubble,9,56
10000/10000/4,bubble,0,202
10000/10000/4,bubble,1,188
10000/10000/4,bubble,2,280
10000/10000/4,bubble,3,208
10000/10000/4,bubble,4,240
10000/10000/4,bubble,5,232
10000/10000/4,bubble,6,173
10000/10000/4,bubble,7,173
10000/10000/4,bubble,8,165
10000/10000/4,bubble,9,165
10000/10000/4_almost,bubble,0,51
10000/10000/4_almost,bubble,1,48
10000/10000/4_almost,bubble,2,50
10000/10000/4_almost,bubble,3,51
10000/10000/4_almost,bubble,4,51
10000/10000/4_almost,bubble,5,54
10000/10000/4_almost,bubble,6,50
10000/10000/4_almost,bubble,7,53
10000/10000/4_almost,bubble,8,50
10000/10000/4_almost,bubble,9,57
50000/50000/0,bubble,0,5371
50000/50000/0,bubble,1,5477
50000/50000/0,bubble,2,5765
50000/50000/0,bubble,3,5637
50000/50000/0,bubble,4,5864
50000/50000/0,bubble,5,6489
50000/50000/0,bubble,6,5917
50000/50000/0,bubble,7,5170
50000/50000/0,bubble,8,5729
50000/50000/0,bubble,9,5601
50000/50000/0_almost,bubble,0,1616
50000/50000/0_almost,bubble,1,1447
50000/50000/0_almost,bubble,2,1431
50000/50000/0_almost,bubble,3,1383
50000/50000/0_almost,bubble,4,1491
50000/50000/0_almost,bubble,5,1097
50000/50000/0_almost,bubble,6,1076
50000/50000/0_almost,bubble,7,1060
50000/50000/0_almost,bubble,8,1161
50000/50000/0_almost,bubble,9,1056
50000/50000/1,bubble,0,4807
50000/50000/1,bubble,1,4872
50000/50000/1,bubble,2,4811
50000/50000/1,bubble,3,4859
50000/50000/1,bubble,4,5021
50000/50000/1,bubble,5,4844
50000/50000/1,bubble,6,4812
50000/50000/1,bubble,7,4913
50000/50000/1,bubble,8,4911
50000/50000/1,bubble,9,4876
50000/50000/1_almost,bubble,0,1095
50000/50000/1_almost,bubble,1,1061
50000/50000/1_almost,bubble,2,1060
50000/50000/1_almost,bubble,3,1068
50000/50000/1_almost,bubble,4,1152
50000/50000/1_almost,bubble,5,1087
50000/50000/1_almost,bubble,6,1097
50000/50000/1_almost,bubble,7,1051
50000/50000/1_almost,bubble,8,1153
50000/50000/1_almost,bubble,9,1086
50000/50000/2,bubble,0,4971
50000/50000/2,bubble,1,4929
50000/50000/2,bubble,2,4943
50000/50000/2,bubble,3,4866
50000/50000/2,bubble,4,4956
50000/50000/2,bubble,5,4897
50000/50000/2,bubble,6,4885
50000/50000/2,bubble,7,4778
50000/50000/2,bubble,8,4931
50000/50000/2,bubble,9,4826
50000/50000/2_almost,bubble,0,1102
50000/50000/2_almost,bubble,1,1064
50000/50000/2_almost,bubble,2,1085
50000/50000/2_almost,bubble,3,1162
50000/50000/2_almost,bubble,4,1101
50000/50000/2_almost,bubble,5,1201
50000/50000/2_almost,bubble,6,1114
50000/50000/2_almost,bubble,7,1064
50000/50000/2_almost,bubble,8,1184
50000/50000/2_almost,bubble,9,1053
50000/50000/3,bubble,0,4845
50000/50000/3,bubble,1,4864
50000/50000/3,bubble,2,4815
50000/50000/3,bubble,3,4888
50000/50000/3,bubble,4,4954
50000/50000/3,bubble,5,6565
50000/50000/3,bubble,6,5572
50000/50000/3,bubble,7,5645
50000/50000/3,bubble,8,5410
50000/50000/3,bubble,9,5567
50000/50000/3_almost,bubble,0,1323
50000/50000/3_almost,bubble,1,1546
50000/50000/3_almost,bubble,2,1307
50000/50000/3_almost,bubble,3,1534
50000/50000/3_almost,bubble,4,1292
50000/50000/3_almost,bubble,5,1315
50000/50000/3_almost,bubble,6,1531
50000/50000/3_almost,bubble,7,1356
50000/50000/3_almost,bubble,8,1334
50000/50000/3_almost,bubble,9,1350
50000/50000/4,bubble,0,5687
50000/50000/4,bubble,1,5652
50000/50000/4,bubble,2,5463
50000/50000/4,bubble,3,5483
50000/50000/4,bubble,4,5375
50000/50000/4,bubble,5,5425
50000/50000/4,bubble,6,5562
50000/50000/4,bubble,7,5470
50000/50000/4,bubble,8,5574
50000/50000/4,bubble,9,5363
50000/50000/4_almost,bubble,0,1468
50000/50000/4_almost,bubble,1,1297
50000/50000/4_almost,bubble,2,1321
50000/50000/4_almost,bubble,3,1447
50000/50000/4_almost,bubble,4,1544
50000/50000/4_almost,bubble,5,1366
50000/50000/4_almost,bubble,6,1275
50000/50000/4_almost,bubble,7,1515
50000/50000/4_almost,bubble,8,1376
50000/50000/4_almost,bubble,9,1344
100000/100000/0,bubble,0,22666
100000/100000/0,bubble,1,25758
100000/100000/0,bubble,2,22010
100000/100000/0,bubble,3,21928
100000/100000/0,bubble,4,22075
100000/100000/0,bubble,5,22151
100000/100000/0,bubble,6,21312
100000/100000/0,bubble,7,22014
100000/100000/0,bubble,8,21545
100000/100000/0,bubble,9,21941
100000/100000/0_almost,bubble,0,5792
100000/100000/0_almost,bubble,1,7072
100000/100000/0_almost,bubble,2,5775
100000/100000/0_almost,bubble,3,5338
100000/100000/0_almost,bubble,4,5287
100000/100000/0_almost,bubble,5,5280
100000/100000/0_almost,bubble,6,5130
100000/100000/0_almost,bubble,7,5105
100000/100000/0_almost,bubble,8,6156
100000/100000/0_almost,bubble,9,5909
100000/100000/1,bubble,0,23816
100000/100000/1,bubble,1,23960
100000/100000/1,bubble,2,27030
100000/100000/1,bubble,3,24294
100000/100000/1,bubble,4,24229
100000/100000/1,bubble,5,26632
100000/100000/1,bubble,6,24646
100000/100000/1,bubble,7,24491
100000/100000/1,bubble,8,29037
100000/100000/1,bubble,9,25649
100000/100000/1_almost,bubble,0,6182
100000/100000/1_almost,bubble,1,6440
100000/100000/1_almost,bubble,2,6337
100000/100000/1_almost,bubble,3,7577
100000/100000/1_almost,bubble,4,8384
100000/100000/1_almost,bubble,5,7627
100000/100000/1_almost,bubble,6,6085
100000/100000/1_almost,bubble,7,6132
100000/100000/1_almost,bubble,8,6739
100000/100000/1_almost,bubble,9,6901
100000/100000/2,bubble,0,28888
100000/100000/2,bubble,1,22782
100000/100000/2,bubble,2,25873
100000/100000/2,bubble,3,20851
100000/100000/2,bubble,4,26327
100000/100000/2,bubble,5,24629
100000/100000/2,bubble,6,22448
100000/100000/2,bubble,7,22344
100000/100000/2,bubble,8,22179
100000/100000/2,bubble,9,21990
100000/100000/2_almost,bubble,0,5322
100000/100000/2_almost,bubble,1,5482
100000/100000/2_almost,bubble,2,5507
100000/100000/2_almost,bubble,3,5128
100000/100000/2_almost,bubble,4,5193
100000/100000/2_almost,bubble,5,5184
100000/100000/2_almost,bubble,6,5231
100000/100000/2_almost,bubble,7,5220
100000/100000/2_almost,bubble,8,5241
100000/100000/2_almost,bubble,9,5156
100000/100000/3,bubble,0,22666
100000/100000/3,bubble,1,35423
100000/100000/3,bubble,2,36882
100000/100000/3,bubble,3,30757
100000/100000/3,bubble,4,23826
100000/100000/3,bubble,5,22668
100000/100000/3,bubble,6,22586
100000/100000/3,bubble,7,22919
100000/100000/3,bubble,8,22470
100000/100000/3,bubble,9,22834
100000/100000/3_almost,bubble,0,5831
100000/100000/3_almost,bubble,1,5646
100000/100000/3_almost,bubble,2,5670
100000/100000/3_almost,bubble,3,5592
100000/100000/3_almost,bubble,4,5723
100000/100000/3_almost,bubble,5,6287
100000/100000/3_almost,bubble,6,6524
100000/100000/3_almost,bubble,7,5621
100000/100000/3_almost,bubble,8,5486
100000/100000/3_almost,bubble,9,7493
100000/100000/4,bubble,0,27164
100000/100000/4,bubble,1,24703
100000/100000/4,bubble,2,28532
100000/100000/4,bubble,3,29792
100000/100000/4,bubble,4,25399
100000/100000/4,bubble,5,23095
100000/100000/4,bubble,6,25555
100000/100000/4,bubble,7,25704
100000/100000/4,bubble,8,23525
100000/100000/4,bubble,9,24333
100000/100000/4_almost,bubble,0,10641
100000/100000/4_almost,bubble,1,10826
100000/100000/4_almost,bubble,2,9733
100000/100000/4_almost,bubble,3,11024
100000/100000/4_almost,bubble,4,6244
100000/100000/4_almost,bubble,5,7196
100000/100000/4_almost,bubble,6,5606
100000/100000/4_almost,bubble,7,5811
100000/100000/4_almost,bubble,8,6186
100000/100000/4_almost,bubble,9,6015
500000/500000/0,bubble,0,758106
500000/500000/0,bubble,1,555480
500000/500000/0,bubble,2,623368
500000/500000/0,bubble,3,606070
500000/500000/0,bubble,4,592946
500000/500000/0,bubble,5,742452
500000/500000/0,bubble,6,664732
500000/500000/0,bubble,7,594339
DATA_NAME,SORT,TRIAL,DURATION[ms]
500000/500000/0,bubble,0,448485
500000/500000/0_almost,bubble,0,
500000/500000/1,bubble,0,401825
500000/500000/1_almost,bubble,0,99803
500000/500000/2,bubble,0,395240
500000/500000/2_almost,bubble,0,98552
500000/500000/3,bubble,0,390634
500000/500000/3_almost,bubble,0,101717
500000/500000/4,bubble,0,389260
500000/500000/4_almost,bubble,0,98367
1000000/1000000/0,bubble,0,1562507
1000000/1000000/0_almost,bubble,0,398564
1000000/1000000/1,bubble,0,1691327
1000000/1000000/1_almost,bubble,0,563330
1000000/1000000/2,bubble,0,1559841
1000000/1000000/2_almost,bubble,0,399543
1000000/1000000/3,bubble,0,1563997
1000000/1000000/3_almost,bubble,0,398367
1000000/1000000/4,bubble,0,1562772
1000000/1000000/4_almost,bubble,0,398894